function	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K00172	31.6615	87.4836	0.0000	0.0000	827.2910	0.0000	26.8872	125.2561	0.0000	0.0000	0.0000	26.1901	52.8244	139.5948	16.0899	porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
K00174	193.5973	21.6773	53.9969	0.0000	787.4314	10.5304	27.2404	257.1862	0.0000	2.2748	69.2393	28.6979	64.4972	303.0953	90.5386	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K00175	53.6147	0.0000	237.1951	0.0000	1021.0982	0.0000	72.6970	310.0711	7.5784	0.0000	12.1850	26.7276	89.3651	478.2688	98.0046	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]
K00176	14.1630	0.0000	0.0000	0.0000	997.5048	0.0000	0.0000	38.9648	0.0000	39.7184	57.0004	17.5493	75.4896	92.4761	20.4704	korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
K00177	0.0000	0.0000	66.2117	0.0000	1382.1732	21.7142	0.0000	124.8044	0.0000	7.8777	54.1788	18.4331	30.0573	338.3225	20.3974	korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
K00184	1.4492	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0481	0.0000	0.0000	0.1659	33.4657	0.0000	0.0000	0.0000	K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit
K00185	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.5418	0.0000	0.0000	0.3678	50.3206	0.0000	0.0000	0.0000	K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit
K00194	19.0241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.5682	0.0000	0.0000	6.5321	0.0000	21.5113	0.0000	21.3355	cdhD, acsD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]
K00196	32.6127	0.0000	83.3540	0.0000	0.0000	0.0000	0.0000	561.2447	0.0000	10.3383	175.6061	1.0364	146.2468	0.0000	13.7959	cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit
K00197	3.2628	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.8636	0.0000	6.2060	1.1228	0.0000	4.9193	0.0000	17.5267	cdhE, acsC; acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]
K00198	30.4368	0.0000	6.3623	0.0000	0.0000	0.0000	7.9205	74.7323	0.0000	0.0000	91.7031	0.0000	54.6929	0.0000	22.0126	cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]
K00207	156.2741	1851.1483	116.3046	88.8233	401.6710	39.0144	210.4150	0.0000	80.4286	180.3521	0.0000	0.0000	0.0000	63.1580	1.2680	DPYD; dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
K00208	470.0905	31.9366	15.1753	17.4397	836.6539	15.5142	214.0780	300.4911	322.0885	87.7167	238.2553	667.5412	90.6672	59.7288	256.6265	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00209	10.6982	0.0000	0.0000	0.0000	0.0000	0.0000	51.5204	296.5816	4.9419	0.0000	57.5839	9.9191	156.3390	0.0000	40.2568	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
K00213	9.8674	0.0000	26.5817	0.0000	96.9718	26.1525	397.1035	0.0000	13.6744	0.0000	0.0000	0.0000	7.4384	21.4761	0.8737	DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]
K00215	901.2484	679.4066	15.8307	0.0000	625.6419	0.0000	181.5306	370.3373	438.8190	500.5583	596.4662	452.9664	512.2101	265.0642	502.6443	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K00216	418.6624	32.0620	0.0000	0.0000	9.6632	0.0000	0.0000	19.4299	228.3543	178.7968	0.5043	66.1604	43.0395	0.0000	70.1212	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]
K00220	18.8444	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	82.5091	7.2628	0.0000	133.4937	tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]
K00226	17.7283	0.0000	0.0000	0.0000	0.0000	0.0000	23.1644	30.5113	13.1819	0.0000	3.9528	39.0068	0.0000	0.0000	73.9332	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00228	67.0529	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.4007	6.8978	0.0000	341.2438	277.1167	134.9329	0.0000	212.0404	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	42.7113	0.0000	0.0000	0.0000	0.0000	0.0000	27.6272	23.2841	11.4162	39.6980	534.6517	24.5111	80.7300	0.0000	95.1225	hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	304.0066	234.5897	0.0000	0.0000	8.9318	0.0000	21.8848	32.4514	61.2493	390.3227	2.8675	78.6580	81.6645	7.0706	303.2226	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232	101.0862	200.1549	0.0000	0.0000	3.2524	0.0000	6.7038	12.9660	58.9384	286.6124	1.3636	15.1234	31.6063	0.0000	186.4507	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]
K00234	498.3439	4083.6442	419.3811	180.8289	1438.1223	137.7967	1876.5497	0.0000	691.3495	589.6574	2.2342	11.0882	102.8785	429.3580	2.6952	SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00239	642.5697	204.2611	0.0000	0.0000	23.1559	6.7610	47.9576	45.8868	375.0438	363.4859	260.1869	291.2233	128.3237	5.3251	519.2156	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K00240	889.5660	287.8295	0.0000	0.0000	19.3372	0.0000	18.8210	78.1519	381.5999	584.2532	336.8536	511.2938	411.8150	0.0000	511.5561	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
K00241	774.9903	356.0651	0.0000	0.0000	19.4877	0.0000	19.5543	63.5539	527.1080	318.6301	4.7832	550.1634	200.1448	0.0000	531.1810	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
K00242	171.1053	150.5864	0.0000	0.0000	0.0000	0.0000	0.0000	35.5397	270.3765	169.4223	196.9548	403.1672	56.9003	0.0000	204.8651	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K00244	18.2842	24.7553	13.7087	13.8883	386.4500	0.0000	75.3302	284.9035	32.6484	35.5388	18.7282	91.5953	57.2029	348.8848	15.4633	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00245	0.0000	0.0000	0.0000	0.0000	458.3330	0.0000	179.8891	14.5508	0.0000	0.0000	228.8200	32.3545	4.3954	365.4213	8.7646	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246	0.0000	0.0000	0.0000	0.0000	232.0342	0.0000	36.5457	10.4878	0.0000	0.0000	212.0484	15.7139	25.7047	343.9047	11.1590	frdC; fumarate reductase subunit C
K00247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23.8655	0.0000	0.0000	373.5859	1.4087	160.2664	0.0000	4.1290	frdD; fumarate reductase subunit D
K00248	2.4957	0.0000	399.5431	883.7616	36.4902	153.0467	13.2543	557.1948	0.0000	0.0000	443.0590	122.1559	373.1658	25.6025	14.8013	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	170.0231	0.0000	0.0000	0.0000	12.6462	0.0000	0.0000	1.7379	0.0000	0.0000	0.3896	348.2854	2.9026	0.0000	82.4641	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251	70.4197	651.0837	0.0000	47.8833	362.2047	0.0000	446.4296	0.0000	83.7967	172.5158	0.0000	1.3309	0.0000	95.2486	0.3487	-
K00252	1097.0249	579.5826	0.0000	0.0000	36.7556	10.2316	38.2223	57.5297	313.0962	995.7873	5.9430	401.7314	82.9426	8.4021	429.9427	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	38.6842	404.8826	0.0000	0.0000	30.3872	10.2581	0.0000	7.2743	0.0000	33.1272	0.0000	199.5935	23.3335	40.3787	96.0112	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	388.9339	89.6939	855.3775	63.9186	581.8925	166.0378	209.1674	24.3611	349.9308	398.8241	253.5079	389.4291	131.5785	173.4556	382.6042	DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255	0.0000	0.0000	0.0000	0.0000	0.0000	53.8433	0.0000	0.0000	225.2252	0.0000	2.3252	0.0000	0.0000	0.0000	0.0000	ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00259	365.8926	89.3938	88.2930	0.0000	33.5173	0.0000	0.0000	111.9093	90.8409	180.3136	8.7981	94.9925	474.0018	88.7884	124.4707	ald; alanine dehydrogenase [EC:1.4.1.1]
K00260	28.6939	0.0000	28.2146	0.0000	0.0000	0.0000	11.7083	141.8995	0.0000	0.0000	13.9853	0.0000	21.0541	7.5985	13.8748	gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]
K00261	36.1495	0.0000	0.0000	0.0000	5.0891	0.0000	0.0000	0.0000	23.9118	17.7290	0.0000	256.7918	5.2513	0.0000	80.3863	GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	273.4901	364.6798	35.9626	20.4198	885.2133	8.8405	168.0213	41.2099	214.0026	155.6304	388.1514	422.1214	307.2765	196.0135	255.7669	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	42.0351	0.0000	10.5908	0.0000	0.0000	0.0000	0.0000	135.5435	0.0000	0.0000	2.6998	40.1672	26.6725	0.0000	123.0348	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]
K00265	48.0230	5.1203	0.0000	0.0000	0.0000	0.0000	23.6001	4.1301	5.4117	19.6135	0.0000	105.6405	16.9431	4.3760	131.1962	gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]
K00266	469.4216	145.0428	36.5207	0.0000	19.8720	0.0000	145.6571	317.8067	143.5111	485.3062	662.0131	316.5442	313.7848	30.2271	266.4472	gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K00271	130.9169	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0693	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4773	vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272	0.0000	0.0000	539.7625	318.0081	48.6195	550.7151	149.3240	0.0000	246.8170	0.0000	0.0000	0.0000	0.0000	387.6352	0.0000	DDO; D-aspartate oxidase [EC:1.4.3.1]
K00273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9198	DAO, aao; D-amino-acid oxidase [EC:1.4.3.3]
K00274	226.3625	15.4448	0.0000	0.0000	58.8296	0.0000	0.0000	7.4253	0.0000	43.7377	1.4727	137.4569	2.5089	0.0000	100.9209	MAO, aofH; monoamine oxidase [EC:1.4.3.4]
K00275	102.3762	0.0000	0.0000	0.0000	11.3658	0.0000	115.2897	18.9285	125.6436	13.9594	235.8957	452.2954	78.9388	0.0000	224.0306	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7249	0.0000	0.0000	59.8265	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]
K00278	278.2705	144.9639	41.8501	0.0000	1028.4772	8.2349	92.7997	47.9304	102.2035	180.0882	144.5005	280.3275	81.9420	439.5546	228.6408	nadB; L-aspartate oxidase [EC:1.4.3.16]
K00281	110.6964	0.0000	594.8658	367.4248	36.7685	250.5662	443.4605	7.7817	106.8027	8.9970	244.9562	22.8296	77.8721	244.2909	115.2849	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K00282	12.9386	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5238	0.0000	0.0000	0.0000	24.7319	0.0000	0.0000	45.0357	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]
K00283	22.9945	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	55.5944	0.0000	0.0000	3.6187	3.8847	8.6670	0.0000	48.9105	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]
K00285	280.0397	257.1845	0.0000	0.0000	39.6440	0.0000	12.1036	8.2555	77.2098	209.2614	432.2658	840.9063	145.2454	0.0000	826.7999	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	300.3338	384.3662	29.9584	0.0000	315.9729	412.3179	357.5278	848.2514	137.0409	238.8307	264.5908	358.4778	581.6581	223.0240	546.2581	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	245.7143	152.1955	49.2655	0.0000	0.0000	24.2350	52.3406	254.8282	133.2579	418.5994	277.1749	387.5087	690.2604	19.9015	417.1943	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00289	0.0000	0.0000	1117.5544	614.1896	74.6568	1448.9845	160.5471	0.0000	158.1825	0.0000	0.0000	0.0000	0.0000	227.7786	0.0000	ALDH1L; formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	3.7920	20.6887	30.6453	0.0000	490.6606	0.0000	0.0000	3.5726	0.0000	0.0000	0.8680	63.9534	0.0000	396.1474	2.1912	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	15.6435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	62.1162	0.0000	0.0000	0.8080	LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.6030	0.0000	0.0000	0.0000	26.7653	2.0827	0.0000	0.0000	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00297	604.1544	485.3477	0.0000	0.0000	0.0000	0.0000	101.8501	134.2101	134.8865	293.7353	634.6566	465.2750	282.0401	31.1059	494.5551	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K00299	282.2066	203.9745	0.0000	0.0000	0.0000	0.0000	27.0320	48.1945	184.4706	284.1332	291.0468	61.2513	111.5062	14.2444	476.3575	ssuE; FMN reductase [EC:1.5.1.38]
K00302	183.1765	16.8238	0.0000	0.0000	2.5098	0.0000	0.0000	10.7896	0.0000	32.1224	0.7059	102.9019	25.4253	0.0000	178.5372	soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]
K00303	175.3751	140.8938	0.0000	0.0000	0.0000	0.0000	12.3721	12.1650	5.1124	10.5252	1.6889	92.4454	26.7794	0.0000	300.6128	soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]
K00304	91.0070	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	146.6145	0.0000	44.3472	0.0000	0.0000	143.2842	soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]
K00305	199.6427	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.8557	30.0128	29.0031	0.0000	74.3896	0.0000	0.0000	204.7811	soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]
K00306	0.0000	0.0000	0.0000	0.0000	0.0000	43.2705	0.0000	0.0000	65.1502	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00314	37.4765	817.8763	20.1914	0.0000	24.5532	0.0000	100.5465	0.0000	83.0964	114.0495	0.8579	0.8443	0.0000	0.0000	0.0000	SARDH; sarcosine dehydrogenase [EC:1.5.8.3]
K00315	12.6267	0.0000	1225.9292	447.9578	133.2655	313.6802	1150.9776	2.5492	123.2115	17.1544	0.0000	34.7833	15.2192	510.7691	64.1356	DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	0.0000	0.0000	18.9078	0.0000	161.9375	0.0000	0.0000	3.3064	0.0000	0.0000	0.0000	78.3481	0.0000	162.9455	8.4229	spdH; spermidine dehydrogenase [EC:1.5.99.6]
K00317	10.9451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	58.1059	4.9504	0.0000	41.7079	dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	51.3023	657.6018	0.0000	0.0000	54.6743	0.0000	202.1075	0.0000	23.1295	63.4904	0.5659	20.2132	25.1632	0.0000	72.8848	PRODH; proline dehydrogenase [EC:1.5.-.-]
K00322	19.1594	0.0000	0.0000	0.0000	5.2526	0.0000	21.3724	7.5149	4.4442	0.0000	365.9414	8.6560	79.7454	0.0000	3.1148	sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]
K00324	217.9728	47.4765	22.9537	8.8490	0.0000	0.0000	107.1033	27.3921	4.0219	117.8144	12.3213	651.7985	96.1266	0.0000	475.6097	pntA; NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]
K00325	287.2283	15.8341	0.0000	0.0000	10.5053	24.9376	32.8274	4.5647	81.8174	8.6941	178.8142	318.3391	76.9195	0.0000	295.9496	pntB; NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]
K00330	545.6225	68.2323	0.0000	0.0000	20.4838	0.0000	0.0000	34.6915	155.2843	47.3781	6.9728	315.6018	206.4204	0.0000	321.2460	nuoA; NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]
K00331	319.0472	39.7008	0.0000	0.0000	41.4151	0.0000	0.0000	6.9315	89.4877	94.4115	359.6600	349.2471	367.1290	0.0000	297.6549	nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00332	368.3496	0.0000	0.0000	0.0000	12.0949	0.0000	0.0000	23.3856	175.2794	107.8164	0.0000	339.0621	89.2851	0.0000	289.2752	nuoC; NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]
K00333	257.9803	36.1957	0.0000	0.0000	5.4391	28.3166	0.0000	5.1700	23.0098	40.2580	0.7601	235.8816	94.1334	0.0000	219.4726	nuoD; NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]
K00334	174.0551	58.1838	0.0000	0.0000	18.9913	14.1828	0.0000	117.8944	55.6943	23.4969	6.8544	310.1874	162.5755	0.0000	323.4987	nuoE; NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]
K00335	128.0714	36.5603	71.7785	0.0000	741.9603	0.0000	71.8113	151.6347	46.8985	35.3599	452.9671	406.2751	386.6474	317.2180	296.7159	nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K00336	147.3223	75.6582	6.1865	0.0000	3.1561	0.0000	0.0000	126.7500	28.4055	54.3940	331.8084	245.1398	212.7331	11.1421	200.7113	nuoG; NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]
K00337	174.1773	0.0000	0.0000	12.9524	0.0000	0.0000	0.0000	10.9962	11.9610	46.1764	246.9525	383.1092	271.9223	0.0000	161.0912	nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]
K00338	229.2377	145.4353	24.7842	0.0000	0.0000	0.0000	0.0000	7.5941	192.9775	110.8911	1.7858	338.5152	108.0871	0.0000	258.9034	nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00339	227.1000	49.2370	0.0000	0.0000	8.9570	0.0000	14.1912	9.9395	12.0695	39.9322	0.5164	270.8097	86.1254	9.4778	125.6321	nuoJ; NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]
K00340	539.7544	163.8488	0.0000	0.0000	24.5943	0.0000	0.0000	39.3353	20.8088	28.5600	79.7503	173.3477	202.2888	0.0000	203.4316	nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]
K00341	67.0029	37.1143	0.0000	0.0000	0.0000	0.0000	15.7754	7.8623	44.7747	19.4571	267.3706	104.7417	182.9085	0.0000	143.4272	nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00342	112.0228	16.1154	0.0000	0.0000	19.2382	0.0000	0.0000	9.8515	7.8840	19.5131	245.6962	229.9968	139.7895	6.4670	233.3003	nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]
K00343	252.2373	31.4255	0.0000	0.0000	0.0000	0.0000	10.4416	7.1081	7.9360	41.8664	249.5517	327.0285	91.1261	0.0000	317.6331	nuoN; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]
K00355	20.9196	0.0000	274.8790	0.0000	47.7513	231.8061	97.7717	0.0000	40.4016	0.0000	0.0000	42.7726	10.0912	285.5348	46.1194	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00362	51.9038	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.2253	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.1911	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	0.0000	0.0000	37.1002	0.0000	0.0000	0.0000	0.0000	25.9505	0.0000	0.0000	431.8942	28.9249	166.1080	0.0000	3.7620	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	18.4098	0.0000	0.0000	0.0000	0.0000	0.0000	30.6345	38.7278	12.6589	0.0000	320.6294	278.9991	75.7398	0.0000	18.0612	E1.7.1.7, guaC; GMP reductase [EC:1.7.1.7]
K00365	91.4188	27.7097	0.0000	0.0000	0.0000	0.0000	0.0000	2.3925	0.0000	0.0000	0.5813	2.2884	0.0000	0.0000	0.7495	uaZ; urate oxidase [EC:1.7.3.3]
K00366	20.3153	0.0000	7.8030	0.0000	0.0000	0.0000	9.7141	317.5841	0.0000	0.0000	191.1666	6.0488	117.0451	12.0266	27.9870	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]
K00368	172.7010	102.5118	0.0000	0.0000	9.6569	0.0000	21.0585	6.5637	20.2154	23.6024	0.1988	64.3991	13.2637	0.0000	88.1466	nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]
K00371	121.1246	0.0000	0.0000	0.0000	0.0000	0.0000	8.9358	25.2422	70.7259	41.9733	277.5942	137.0264	92.3092	0.0000	98.2360	narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	43.0345	0.0000	11.6407	0.0000	0.0000	0.0000	7.2458	215.0702	0.0000	0.0000	202.7843	8.2770	184.1004	32.9783	19.6358	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	166.6705	35.2452	0.0000	0.0000	0.0000	0.0000	0.0000	46.4902	116.0834	97.2625	437.7725	202.6589	170.0392	0.0000	99.2137	narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	53.3771	0.0000	0.0000	0.0000	0.0000	0.0000	19.5543	6.2206	27.5710	38.9675	594.8999	189.7955	244.7396	0.0000	75.5465	narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00376	4.5962	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0575	3.2121	0.0000	0.0000	150.2588	0.0000	0.0000	27.7872	nosZ; nitrous-oxide reductase [EC:1.7.2.4]
K00380	24.6691	0.0000	0.0000	0.0000	4.0206	0.0000	75.0757	7.1228	0.0000	11.8669	373.6122	43.1647	70.8759	0.0000	79.9758	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	44.3313	29.3358	0.0000	0.0000	0.0000	0.0000	78.3304	1.2687	0.0000	0.0000	0.9018	245.4783	15.4815	0.0000	138.5779	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	925.1222	268.2280	94.9927	0.0000	54.5613	8.4996	86.1837	202.8219	146.0108	557.7568	42.9414	986.0267	507.7350	99.0566	1176.9698	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
K00383	35.5440	0.0000	84.0680	512.1426	0.0000	444.0067	133.6406	9.3860	4.6020	24.2943	448.1068	87.2617	142.6122	0.0000	198.0590	GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	679.2539	460.5000	216.8379	29.2586	1575.2333	62.4227	152.2974	1589.6231	336.5225	989.8698	802.1067	858.3997	946.9804	602.0216	452.9882	trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	18.4956	0.0000	37.0245	0.0000	6.8726	0.0000	31.0131	679.9924	0.0000	0.0000	377.3036	12.7493	556.8060	66.0808	15.6112	asrC; anaerobic sulfite reductase subunit C
K00390	262.8871	31.2043	0.0000	0.0000	18.5945	0.0000	0.0000	15.3624	56.5829	86.4229	384.1968	275.6061	223.8807	47.6085	170.5122	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	177.6022	57.6644	0.0000	0.0000	8.7596	0.0000	0.0000	19.9360	77.6893	282.3856	1.8363	7.4269	12.0945	0.0000	8.5843	sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00404	84.9582	0.0000	41.3352	0.0000	743.9148	0.0000	50.2648	16.8002	11.3814	7.9118	0.3512	357.7471	35.5610	253.8087	188.2449	ccoN; cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]
K00405	89.3448	0.0000	17.4024	0.0000	624.2708	0.0000	21.6645	14.5860	8.5819	5.8893	5.3796	505.6859	11.1331	168.7189	204.5830	ccoO; cytochrome c oxidase cbb3-type subunit II
K00406	68.2276	0.0000	26.2700	0.0000	1002.5659	0.0000	133.7853	4.7262	0.0000	8.9804	1.5277	314.0104	25.5858	407.3095	202.4507	ccoP; cytochrome c oxidase cbb3-type subunit III
K00407	0.0000	0.0000	129.9117	0.0000	420.1387	0.0000	84.1164	0.0000	0.0000	0.0000	2.8707	111.5941	0.0000	0.0000	121.2338	ccoQ; cytochrome c oxidase cbb3-type subunit IV
K00411	194.2339	42.8241	0.0000	24.0253	912.7842	0.0000	51.5863	7.0282	0.0000	22.3937	0.8984	360.2771	20.5583	358.7489	233.2234	UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K00412	103.2871	20.0289	9.8411	0.0000	647.4750	0.0000	36.9342	13.6062	5.0625	19.3785	1.6766	210.1206	35.7947	246.6334	138.5776	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	71.2422	0.0000	0.0000	0.0000	854.6876	0.0000	58.0208	9.7352	0.0000	0.0000	0.5913	299.0866	12.9052	337.3407	215.1549	CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
