function	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K00171	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	1.0000	porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
K00172	4.0000	2.0000	0.0000	0.0000	63.0000	0.0000	1.0000	34.0000	0.0000	0.0000	0.0000	29.0000	9.0000	8.0000	71.0000	porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
K00174	76.0000	1.0000	5.0000	0.0000	121.0000	1.0000	2.0000	146.0000	0.0000	1.0000	152.0000	78.0000	26.0000	35.0000	1195.0000	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K00175	12.0000	0.0000	15.0000	0.0000	114.0000	0.0000	4.0000	114.0000	1.0000	0.0000	18.0000	49.0000	20.0000	40.0000	719.0000	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]
K00176	1.0000	0.0000	0.0000	0.0000	43.0000	0.0000	0.0000	5.0000	0.0000	2.0000	30.0000	11.0000	6.0000	3.0000	34.0000	korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
K00177	0.0000	0.0000	3.0000	0.0000	103.0000	1.0000	0.0000	33.0000	0.0000	1.0000	57.0000	20.0000	5.0000	19.0000	88.0000	korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
K00184	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	1.0000	205.0000	0.0000	0.0000	0.0000	K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit
K00185	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	1.0000	139.0000	0.0000	0.0000	0.0000	K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit
K00194	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.0000	0.0000	0.0000	12.0000	0.0000	6.0000	0.0000	152.0000	cdhD, acsD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]
K00196	3.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	115.0000	0.0000	1.0000	150.0000	1.0000	18.0000	0.0000	43.0000	cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit
K00197	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	0.0000	2.0000	3.0000	0.0000	2.0000	0.0000	182.0000	cdhE, acsC; acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]
K00198	13.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	68.0000	0.0000	0.0000	340.0000	0.0000	31.0000	0.0000	319.0000	cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]
K00207	11.0000	23.0000	3.0000	2.0000	17.0000	1.0000	4.0000	0.0000	4.0000	13.0000	0.0000	0.0000	0.0000	2.0000	3.0000	DPYD; dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
K00208	82.0000	1.0000	1.0000	1.0000	93.0000	1.0000	11.0000	108.0000	40.0000	16.0000	364.0000	1040.0000	21.0000	5.0000	1535.0000	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00209	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	164.0000	1.0000	0.0000	131.0000	24.0000	54.0000	0.0000	364.0000	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
K00213	1.0000	0.0000	1.0000	0.0000	6.0000	1.0000	12.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	1.0000	3.0000	DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]
K00215	152.0000	21.0000	1.0000	0.0000	65.0000	0.0000	9.0000	148.0000	53.0000	89.0000	936.0000	701.0000	121.0000	21.0000	2952.0000	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K00216	77.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	8.0000	28.0000	32.0000	1.0000	102.0000	10.0000	0.0000	410.0000	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]
K00220	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	154.0000	2.0000	0.0000	940.0000	tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]
K00226	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	10.0000	2.0000	0.0000	5.0000	53.0000	0.0000	0.0000	565.0000	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00228	14.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	1.0000	0.0000	599.0000	517.0000	36.0000	0.0000	1462.0000	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	6.0000	1.0000	5.0000	567.0000	26.0000	13.0000	0.0000	386.0000	hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	91.0000	14.0000	0.0000	0.0000	2.0000	0.0000	2.0000	23.0000	15.0000	132.0000	8.0000	209.0000	36.0000	1.0000	3204.0000	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232	49.0000	18.0000	0.0000	0.0000	1.0000	0.0000	1.0000	13.0000	21.0000	148.0000	6.0000	63.0000	21.0000	0.0000	2772.0000	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]
K00234	24.0000	38.0000	8.0000	3.0000	38.0000	2.0000	26.0000	0.0000	22.0000	29.0000	1.0000	5.0000	5.0000	8.0000	4.0000	SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00239	265.0000	16.0000	0.0000	0.0000	6.0000	1.0000	6.0000	41.0000	109.0000	164.0000	895.0000	1025.0000	69.0000	1.0000	7318.0000	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K00240	151.0000	9.0000	0.0000	0.0000	2.0000	0.0000	1.0000	28.0000	48.0000	103.0000	470.0000	756.0000	90.0000	0.0000	2945.0000	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
K00241	97.0000	9.0000	0.0000	0.0000	2.0000	0.0000	1.0000	17.0000	38.0000	52.0000	6.0000	494.0000	32.0000	0.0000	2049.0000	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
K00242	17.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	20.0000	19.0000	133.0000	297.0000	7.0000	0.0000	611.0000	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K00244	7.0000	2.0000	2.0000	2.0000	104.0000	0.0000	7.0000	209.0000	7.0000	14.0000	52.0000	269.0000	28.0000	69.0000	183.0000	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00245	0.0000	0.0000	0.0000	0.0000	45.0000	0.0000	9.0000	5.0000	0.0000	0.0000	328.0000	47.0000	1.0000	27.0000	52.0000	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246	0.0000	0.0000	0.0000	0.0000	26.0000	0.0000	2.0000	3.0000	0.0000	0.0000	163.0000	18.0000	3.0000	29.0000	32.0000	frdC; fumarate reductase subunit C
K00247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	261.0000	1.0000	17.0000	0.0000	11.0000	frdD; fumarate reductase subunit D
K00248	1.0000	0.0000	11.0000	20.0000	3.0000	4.0000	1.0000	302.0000	0.0000	0.0000	982.0000	426.0000	126.0000	3.0000	168.0000	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	46.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	845.0000	1.0000	0.0000	561.0000	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251	4.0000	8.0000	0.0000	1.0000	14.0000	0.0000	10.0000	0.0000	3.0000	9.0000	0.0000	1.0000	0.0000	3.0000	1.0000	-
K00252	291.0000	28.0000	0.0000	0.0000	6.0000	1.0000	3.0000	32.0000	60.0000	288.0000	14.0000	950.0000	29.0000	1.0000	3846.0000	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	10.0000	4.0000	0.0000	0.0000	1.0000	1.0000	0.0000	4.0000	0.0000	9.0000	0.0000	412.0000	8.0000	1.0000	843.0000	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	94.0000	4.0000	16.0000	1.0000	79.0000	3.0000	6.0000	12.0000	37.0000	103.0000	500.0000	822.0000	41.0000	7.0000	3095.0000	DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	8.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00259	90.0000	4.0000	8.0000	0.0000	5.0000	0.0000	0.0000	59.0000	16.0000	34.0000	19.0000	208.0000	154.0000	10.0000	1052.0000	ald; alanine dehydrogenase [EC:1.4.1.1]
K00260	8.0000	0.0000	3.0000	0.0000	0.0000	0.0000	1.0000	86.0000	0.0000	0.0000	35.0000	0.0000	8.0000	1.0000	131.0000	gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]
K00261	11.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	5.0000	6.0000	0.0000	679.0000	2.0000	0.0000	721.0000	GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	82.0000	20.0000	4.0000	2.0000	162.0000	1.0000	15.0000	26.0000	46.0000	49.0000	1015.0000	1131.0000	122.0000	27.0000	2603.0000	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	10.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	73.0000	0.0000	0.0000	6.0000	86.0000	9.0000	0.0000	1002.0000	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]
K00265	49.0000	1.0000	0.0000	0.0000	0.0000	0.0000	7.0000	9.0000	4.0000	21.0000	0.0000	960.0000	23.0000	2.0000	4621.0000	gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]
K00266	153.0000	9.0000	4.0000	0.0000	4.0000	0.0000	13.0000	252.0000	35.0000	172.0000	1735.0000	916.0000	136.0000	5.0000	2916.0000	gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K00271	34.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0000	vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272	0.0000	0.0000	27.0000	14.0000	4.0000	28.0000	6.0000	0.0000	24.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	DDO; D-aspartate oxidase [EC:1.4.3.1]
K00273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.0000	DAO, aao; D-amino-acid oxidase [EC:1.4.3.3]
K00274	66.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	5.0000	0.0000	16.0000	4.0000	396.0000	1.0000	0.0000	1040.0000	MAO, aofH; monoamine oxidase [EC:1.4.3.4]
K00275	14.0000	0.0000	0.0000	0.0000	1.0000	0.0000	5.0000	6.0000	13.0000	2.0000	301.0000	572.0000	15.0000	0.0000	1110.0000	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	945.0000	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]
K00278	103.0000	9.0000	5.0000	0.0000	202.0000	1.0000	9.0000	32.0000	26.0000	63.0000	372.0000	867.0000	34.0000	65.0000	2757.0000	nadB; L-aspartate oxidase [EC:1.4.3.16]
K00281	39.0000	0.0000	10.0000	6.0000	1.0000	6.0000	7.0000	8.0000	4.0000	5.0000	1368.0000	105.0000	66.0000	5.0000	2438.0000	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K00282	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	66.0000	0.0000	0.0000	471.0000	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]
K00283	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	41.0000	0.0000	0.0000	11.0000	12.0000	4.0000	0.0000	565.0000	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]
K00285	79.0000	13.0000	0.0000	0.0000	7.0000	0.0000	1.0000	5.0000	16.0000	62.0000	1074.0000	2148.0000	55.0000	0.0000	7851.0000	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	55.0000	13.0000	2.0000	0.0000	34.0000	12.0000	19.0000	321.0000	18.0000	48.0000	413.0000	608.0000	138.0000	18.0000	3393.0000	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	31.0000	4.0000	2.0000	0.0000	0.0000	1.0000	2.0000	60.0000	13.0000	59.0000	324.0000	396.0000	107.0000	1.0000	1610.0000	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00289	0.0000	0.0000	18.0000	8.0000	2.0000	21.0000	2.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	ALDH1L; formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	1.0000	1.0000	3.0000	0.0000	79.0000	0.0000	0.0000	2.0000	0.0000	0.0000	2.0000	135.0000	0.0000	48.0000	19.0000	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	141.0000	0.0000	0.0000	7.0000	LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	86.0000	1.0000	0.0000	0.0000	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00297	127.0000	19.0000	0.0000	0.0000	0.0000	0.0000	6.0000	57.0000	21.0000	65.0000	1100.0000	825.0000	76.0000	3.0000	3371.0000	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K00299	39.0000	5.0000	0.0000	0.0000	0.0000	0.0000	1.0000	14.0000	18.0000	40.0000	326.0000	73.0000	19.0000	1.0000	2244.0000	ssuE; FMN reductase [EC:1.5.1.38]
K00302	119.0000	2.0000	0.0000	0.0000	1.0000	0.0000	0.0000	15.0000	0.0000	22.0000	4.0000	588.0000	14.0000	0.0000	3103.0000	soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]
K00303	48.0000	7.0000	0.0000	0.0000	0.0000	0.0000	1.0000	7.0000	1.0000	3.0000	4.0000	230.0000	10.0000	0.0000	2793.0000	soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]
K00304	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	0.0000	32.0000	0.0000	0.0000	350.0000	soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]
K00305	26.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	3.0000	4.0000	0.0000	79.0000	0.0000	0.0000	870.0000	soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]
K00306	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00314	5.0000	20.0000	1.0000	0.0000	2.0000	0.0000	4.0000	0.0000	8.0000	16.0000	1.0000	1.0000	0.0000	0.0000	0.0000	SARDH; sarcosine dehydrogenase [EC:1.5.8.3]
K00315	7.0000	0.0000	23.0000	10.0000	7.0000	8.0000	24.0000	3.0000	6.0000	10.0000	0.0000	170.0000	5.0000	16.0000	1183.0000	DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	0.0000	0.0000	3.0000	0.0000	5.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	61.0000	0.0000	32.0000	35.0000	spdH; spermidine dehydrogenase [EC:1.5.99.6]
K00317	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	253.0000	3.0000	0.0000	646.0000	dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	8.0000	6.0000	0.0000	0.0000	2.0000	0.0000	3.0000	0.0000	1.0000	4.0000	1.0000	44.0000	2.0000	0.0000	500.0000	PRODH; proline dehydrogenase [EC:1.5.-.-]
K00322	6.0000	0.0000	0.0000	0.0000	1.0000	0.0000	2.0000	5.0000	1.0000	0.0000	997.0000	24.0000	33.0000	0.0000	33.0000	sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]
K00324	69.0000	3.0000	3.0000	1.0000	0.0000	0.0000	11.0000	11.0000	1.0000	43.0000	36.0000	1215.0000	38.0000	0.0000	3713.0000	pntA; NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]
K00325	83.0000	1.0000	0.0000	0.0000	2.0000	3.0000	3.0000	3.0000	11.0000	3.0000	483.0000	908.0000	33.0000	0.0000	3159.0000	pntB; NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]
K00330	44.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	6.0000	9.0000	4.0000	5.0000	234.0000	22.0000	0.0000	881.0000	nuoA; NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]
K00331	41.0000	1.0000	0.0000	0.0000	3.0000	0.0000	0.0000	2.0000	8.0000	13.0000	463.0000	379.0000	66.0000	0.0000	1321.0000	nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00332	62.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	8.0000	18.0000	17.0000	0.0000	438.0000	19.0000	0.0000	1440.0000	nuoC; NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]
K00333	72.0000	2.0000	0.0000	0.0000	1.0000	3.0000	0.0000	3.0000	5.0000	12.0000	2.0000	588.0000	37.0000	0.0000	2074.0000	nuoD; NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]
K00334	27.0000	2.0000	0.0000	0.0000	2.0000	1.0000	0.0000	28.0000	7.0000	4.0000	7.0000	376.0000	31.0000	0.0000	1584.0000	nuoE; NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]
K00335	38.0000	2.0000	4.0000	0.0000	69.0000	0.0000	5.0000	119.0000	10.0000	11.0000	1189.0000	1051.0000	154.0000	23.0000	2944.0000	nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K00336	74.0000	8.0000	1.0000	0.0000	1.0000	0.0000	0.0000	111.0000	12.0000	32.0000	1752.0000	1042.0000	160.0000	2.0000	3548.0000	nuoG; NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]
K00337	44.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	6.0000	2.0000	12.0000	471.0000	816.0000	87.0000	0.0000	1442.0000	nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]
K00338	26.0000	4.0000	1.0000	0.0000	0.0000	0.0000	0.0000	2.0000	10.0000	13.0000	2.0000	340.0000	19.0000	0.0000	1033.0000	nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00339	39.0000	2.0000	0.0000	0.0000	1.0000	0.0000	1.0000	4.0000	2.0000	8.0000	1.0000	336.0000	26.0000	1.0000	759.0000	nuoJ; NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]
K00340	37.0000	2.0000	0.0000	0.0000	1.0000	0.0000	0.0000	6.0000	1.0000	2.0000	47.0000	106.0000	18.0000	0.0000	469.0000	nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]
K00341	30.0000	3.0000	0.0000	0.0000	0.0000	0.0000	2.0000	7.0000	14.0000	9.0000	958.0000	429.0000	103.0000	0.0000	2107.0000	nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00342	38.0000	1.0000	0.0000	0.0000	4.0000	0.0000	0.0000	7.0000	2.0000	7.0000	731.0000	679.0000	63.0000	1.0000	2665.0000	nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]
K00343	85.0000	2.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5.0000	2.0000	15.0000	708.0000	955.0000	40.0000	0.0000	3525.0000	nuoN; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]
K00355	3.0000	0.0000	7.0000	0.0000	2.0000	6.0000	2.0000	0.0000	2.0000	0.0000	0.0000	51.0000	2.0000	9.0000	225.0000	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00362	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	274.0000	19.0000	16.0000	0.0000	9.0000	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	18.0000	2.0000	0.0000	650.0000	524.0000	23.0000	0.0000	136.0000	E1.7.1.7, guaC; GMP reductase [EC:1.7.1.7]
K00365	18.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	4.0000	0.0000	0.0000	5.0000	uaZ; urate oxidase [EC:1.7.3.3]
K00366	7.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	238.0000	0.0000	0.0000	577.0000	19.0000	55.0000	2.0000	329.0000	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]
K00368	76.0000	10.0000	0.0000	0.0000	2.0000	0.0000	2.0000	5.0000	5.0000	11.0000	1.0000	175.0000	6.0000	0.0000	1257.0000	nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]
K00371	45.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	19.0000	19.0000	16.0000	831.0000	417.0000	42.0000	0.0000	1201.0000	narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	20.0000	0.0000	2.0000	0.0000	0.0000	0.0000	1.0000	211.0000	0.0000	0.0000	820.0000	34.0000	113.0000	7.0000	342.0000	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	26.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0000	14.0000	16.0000	599.0000	286.0000	35.0000	0.0000	496.0000	narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.0000	3.0000	7.0000	785.0000	298.0000	49.0000	0.0000	436.0000	narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00376	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	581.0000	0.0000	0.0000	411.0000	nosZ; nitrous-oxide reductase [EC:1.7.2.4]
K00380	8.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0000	6.0000	0.0000	5.0000	1308.0000	106.0000	38.0000	0.0000	1068.0000	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	17.0000	2.0000	0.0000	0.0000	0.0000	0.0000	9.0000	1.0000	0.0000	0.0000	3.0000	862.0000	8.0000	0.0000	1753.0000	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	291.0000	15.0000	11.0000	0.0000	8.0000	1.0000	8.0000	135.0000	33.0000	187.0000	118.0000	2900.0000	210.0000	12.0000	12527.0000	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
K00383	11.0000	0.0000	2.0000	6.0000	0.0000	5.0000	12.0000	6.0000	1.0000	8.0000	1179.0000	239.0000	57.0000	0.0000	2066.0000	GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	147.0000	18.0000	17.0000	2.0000	202.0000	5.0000	11.0000	774.0000	51.0000	229.0000	1620.0000	1745.0000	272.0000	59.0000	3335.0000	trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	4.0000	0.0000	3.0000	0.0000	1.0000	0.0000	2.0000	321.0000	0.0000	0.0000	741.0000	26.0000	165.0000	7.0000	115.0000	asrC; anaerobic sulfite reductase subunit C
K00390	46.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	6.0000	7.0000	16.0000	549.0000	445.0000	49.0000	4.0000	973.0000	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	67.0000	4.0000	0.0000	0.0000	2.0000	0.0000	0.0000	16.0000	21.0000	112.0000	6.0000	25.0000	6.0000	0.0000	109.0000	sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00404	30.0000	0.0000	5.0000	0.0000	148.0000	0.0000	5.0000	12.0000	3.0000	3.0000	1.0000	1121.0000	16.0000	38.0000	2291.0000	ccoN; cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]
K00405	14.0000	0.0000	1.0000	0.0000	59.0000	0.0000	1.0000	5.0000	1.0000	1.0000	7.0000	686.0000	2.0000	12.0000	1066.0000	ccoO; cytochrome c oxidase cbb3-type subunit II
K00406	15.0000	0.0000	2.0000	0.0000	118.0000	0.0000	8.0000	2.0000	0.0000	2.0000	3.0000	592.0000	7.0000	36.0000	1336.0000	ccoP; cytochrome c oxidase cbb3-type subunit III
K00407	0.0000	0.0000	2.0000	0.0000	11.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	34.0000	0.0000	0.0000	148.0000	ccoQ; cytochrome c oxidase cbb3-type subunit IV
K00411	25.0000	1.0000	0.0000	1.0000	71.0000	0.0000	2.0000	2.0000	0.0000	3.0000	1.0000	416.0000	4.0000	21.0000	1022.0000	UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K00412	31.0000	1.0000	1.0000	0.0000	108.0000	0.0000	3.0000	8.0000	1.0000	6.0000	4.0000	559.0000	14.0000	31.0000	1350.0000	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit
