species	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
s_Unclassified_o_Lactobacillales	19	0	92	0	57	8	44	1007	110	1083	337	2598	898	44	11149	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Unclassified_o_Lactobacillales;g_Unclassified_o_Lactobacillales;s_Unclassified_o_Lactobacillales
s_Escherichia sp005843885	8	0	4	0	13	0	0	40	10	7	15756	312	887	0	64	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia sp005843885
s_Escherichia fergusonii	11	0	2	0	2	0	0	52	25	10	15492	391	908	0	108	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia fergusonii
s_Puniceibacterium profundi	173	4	3147	3152	577	3178	1342	5	2696	1	27	15	17	2542	34	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Puniceibacterium;s_Puniceibacterium profundi
s_Clostridium baratii	16	0	35	0	1	0	2	12047	3	0	591	30	1459	62	2104	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium baratii
s_Unclassified_f_Sphingomonadaceae	496	3	22	20	8	33	16	67	24	0	22	14330	19	28	986	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Unclassified_f_Sphingomonadaceae;s_Unclassified_f_Sphingomonadaceae
s_Unclassified_g_Boudabousia	205	60	1	0	10	7	20	24	101	322	83	769	593	8	13771	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Boudabousia;s_Unclassified_g_Boudabousia
s_Chitinophaga agrisoli	1762	2593	1083	729	2087	704	1641	153	1328	1705	92	135	76	866	152	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga;s_Chitinophaga agrisoli
s_Escherichia sp002965065	7	0	0	1	1	0	0	33	8	7	13807	374	818	0	47	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia sp002965065
s_Clostridium sp000498355	10	0	61	0	1	0	27	3465	2	2	8691	86	446	5	2182	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp000498355
s_Leucobacter aridicollis	3	3	0	0	1	0	0	0	0	9	1	78	10	0	14677	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_Leucobacter aridicollis
s_Boudabousia sp019218365	276	59	5	0	15	4	16	21	212	285	64	618	808	5	12287	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Boudabousia;s_Boudabousia sp019218365
s_Unclassified_f_Micrococcaceae	2316	138	3	0	39	5	25	165	519	1771	106	1335	237	10	7965	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Unclassified_f_Micrococcaceae;s_Unclassified_f_Micrococcaceae
s_Ochrobactrum A pseudogrignonensis	2	4	0	0	1	0	0	0	0	5	4	75	6	0	13993	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum A;s_Ochrobactrum A pseudogrignonensis
s_Arachnia rhinocerotis	203	1	0	0	0	0	0	7	2	7	6	266	49	0	13373	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia rhinocerotis
s_Unclassified_f_Fusobacteriaceae	3	1	44	3	287	2	21	7769	0	0	3746	347	1240	302	121	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Unclassified_f_Fusobacteriaceae;s_Unclassified_f_Fusobacteriaceae
s_Melaminivora A sp003008575	55	0	3	0	4	0	0	2	1	5	1	13555	11	0	174	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Melaminivora A;s_Melaminivora A sp003008575
s_Pulveribacter suum	35	1	1	0	2	0	0	3	5	6	4	13552	21	0	133	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pulveribacter;s_Pulveribacter suum
s_Romboutsia ilealis	83	0	11	0	0	0	12	52	0	18	441	1	163	3	12969	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia ilealis
s_Paracoccus sanguinis	423	8	0	0	7	0	1	16	0	15	5	12356	42	1	725	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus sanguinis
s_Alcanivorax profundi	118	3	2231	2247	497	2483	1315	1	1659	0	15	27	27	1851	24	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Alcanivoracaceae;g_Alcanivorax;s_Alcanivorax profundi
s_TAE3-ERU5 sp019218375	2965	341	26	0	35	12	119	51	1459	723	77	500	1107	19	5019	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermabacteraceae;g_TAE3-ERU5;s_TAE3-ERU5 sp019218375
s_Paenalcaligenes sp012839585	8	0	0	0	0	0	0	1	0	0	9	45	44	0	12087	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paenalcaligenes;s_Paenalcaligenes sp012839585
s_Brevundimonas bullata	40	0	0	0	0	0	0	8	3	6	8	11547	42	0	461	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas bullata
s_Unclassified_g_Aeromicrobium	49	2	5	0	10	0	4	11	0	16	5	7124	6	0	4242	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Aeromicrobium;s_Unclassified_g_Aeromicrobium
s_Unclassified_g_Phenylobacterium	18	0	0	0	1	0	0	2	1	4	5	11324	9	0	49	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Phenylobacterium;s_Unclassified_g_Phenylobacterium
s_Unclassified_g_Clostridium	121	1	20	0	2	0	25	2843	0	2	4446	187	653	17	3027	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Unclassified_g_Clostridium
s_Lysobacter sp015209765	3	0	0	0	0	0	0	4	0	0	3	538	2	0	10644	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Lysobacter;s_Lysobacter sp015209765
s_Rhodobacter F sphaeroides A	0	0	0	0	0	0	0	26	0	0	0	40	5	0	11037	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Rhodobacter F;s_Rhodobacter F sphaeroides A
s_Unclassified_g_Clostridium P	10	1	14	0	0	0	22	2836	4	1	6128	199	1383	8	271	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium P;s_Unclassified_g_Clostridium P
s_Unclassified_o_Campylobacterales	131	7	81	21	5042	15	99	183	9	2	150	1910	11	1851	1167	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Unclassified_o_Campylobacterales;g_Unclassified_o_Campylobacterales;s_Unclassified_o_Campylobacterales
s_Cetobacterium A somerae	2	0	22	2	31	3	9	8192	0	0	735	222	1045	170	84	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Cetobacterium A;s_Cetobacterium A somerae
s_Unclassified_f_Helicobacteraceae	167	10	77	24	5303	18	107	146	17	2	67	1627	9	1893	969	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Unclassified_f_Helicobacteraceae;s_Unclassified_f_Helicobacteraceae
s_Escherichia coli E	0	0	1	0	1	0	0	27	17	4	9348	260	623	0	70	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli E
s_Unclassified_g_Melaminivora A	32	0	0	0	5	0	0	1	2	3	2	9947	11	0	163	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Melaminivora A;s_Unclassified_g_Melaminivora A
s_Unclassified_f_Vibrionaceae	224	9	1277	1372	410	1465	841	494	1380	2	584	97	508	1343	13	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Vibrionaceae;g_Unclassified_f_Vibrionaceae;s_Unclassified_f_Vibrionaceae
s_Pseudomonas E putida	79	0	0	0	5	1	0	14	4	0	4	202	212	0	9424	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E putida
s_Pulveribacter sp002434305	28	0	0	0	0	0	0	1	4	0	3	9028	5	0	110	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pulveribacter;s_Pulveribacter sp002434305
s_Unclassified_f_Mycobacteriaceae	321	117	5	0	25	14	12	78	176	607	64	356	122	1	7235	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Unclassified_f_Mycobacteriaceae;s_Unclassified_f_Mycobacteriaceae
s_Epulopiscium B sp001983555	88	24	1406	1627	333	1754	803	1	1137	10	33	6	8	1838	22	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Cellulosilyticaceae;g_Epulopiscium B;s_Epulopiscium B sp001983555
s_Unclassified_g_Microbacterium	192	11	11	0	6	0	2	28	18	76	6	215	12	0	8503	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Unclassified_g_Microbacterium
s_Unclassified_o_Enterobacterales	7	2	18	26	10	21	168	73	22	6	7451	289	350	39	387	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Unclassified_o_Enterobacterales;g_Unclassified_o_Enterobacterales;s_Unclassified_o_Enterobacterales
s_Unclassified_g_Fusobacterium A	1	0	33	1	20	0	14	1157	0	0	6742	332	234	66	100	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium A;s_Unclassified_g_Fusobacterium A
s_Giesbergeria psychrophila	47	0	1	0	0	0	0	1	7	2	4	8214	15	0	254	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Giesbergeria;s_Giesbergeria psychrophila
s_Fundicoccus ignavus	2	0	0	0	0	0	0	1	7	4	2	20	8	0	8343	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Fundicoccus;s_Fundicoccus ignavus
s_Streptomyces shenzhenensis	1133	1637	417	45	1574	91	1053	149	579	920	92	145	74	279	162	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces shenzhenensis
s_Stenotrophomonas maltophilia AQ	61	0	0	0	0	0	0	7	4	0	0	99	87	0	8029	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas maltophilia AQ
s_Unclassified_f_Pseudomonadaceae	57	0	0	0	4	0	0	0	5	2	53	1386	66	0	6582	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Unclassified_f_Pseudomonadaceae;s_Unclassified_f_Pseudomonadaceae
s_Unclassified_f_Dermatophilaceae	1682	33	2	0	2	1	0	194	17	18	29	192	44	0	5624	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Unclassified_f_Dermatophilaceae;s_Unclassified_f_Dermatophilaceae
s_Unclassified_g_Citrobacter	6	1	1	0	0	0	0	23	13	4	6601	276	218	0	494	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Unclassified_g_Citrobacter
s_Unclassified_g_Ochrobactrum	3	0	0	0	0	0	0	2	5	2	0	8	6	0	7602	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum;s_Unclassified_g_Ochrobactrum
s_Boudabousia tangfeifanii	72	13	1	0	1	2	2	13	36	122	24	222	204	0	6847	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Boudabousia;s_Boudabousia tangfeifanii
s_Escherichia albertii	1	0	0	0	1	0	0	14	3	6	6841	187	411	0	46	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia albertii
s_Unclassified_o_Xanthomonadales	87	0	0	0	0	1	0	19	0	1	2	1702	30	0	5645	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Unclassified_o_Xanthomonadales;g_Unclassified_o_Xanthomonadales;s_Unclassified_o_Xanthomonadales
s_Leucobacter sulfamidivorax	24	0	0	0	0	0	0	7	0	6	0	77	6	0	7351	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_Leucobacter sulfamidivorax
s_Unclassified_f_Pasteurellaceae	18	2	53	38	24	10	618	176	78	1	4191	2180	40	32	5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Unclassified_f_Pasteurellaceae;s_Unclassified_f_Pasteurellaceae
s_UBA1444 sp012798135	67	1	1072	1378	457	1457	625	2	978	0	22	17	17	1123	54	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_UBA1444;f_UBA1444;g_UBA1444;s_UBA1444 sp012798135
s_Unclassified_c_Bacteroidia	26	30	140	153	48	170	89	201	108	14	131	5344	46	121	577	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Unclassified_c_Bacteroidia;f_Unclassified_c_Bacteroidia;g_Unclassified_c_Bacteroidia;s_Unclassified_c_Bacteroidia
s_Melaminivora alkalimesophila	31	2	0	0	1	0	0	4	3	4	1	6845	13	0	266	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Melaminivora;s_Melaminivora alkalimesophila
s_Methylocystis sp011058845	23	0	1416	1429	283	1497	621	1	649	1	8	8	7	1159	29	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Methylocystis;s_Methylocystis sp011058845
s_Helicobacter G brantae	77	2	53	12	3343	19	54	95	5	3	50	1348	4	1167	797	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter G;s_Helicobacter G brantae
s_Jeotgalibaca ciconiae	1	0	0	0	0	0	0	3	2	1	1	5	4	0	6968	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Jeotgalibaca;s_Jeotgalibaca ciconiae
s_Ochrobactrum B haematophila	19	0	0	0	1	0	0	3	2	3	0	53	22	0	6618	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum B;s_Ochrobactrum B haematophila
s_Cetobacterium A sp905216205	0	0	13	0	12	0	2	4909	0	0	492	177	830	84	36	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Cetobacterium A;s_Cetobacterium A sp905216205
s_Kocuria carniphila	2248	38	0	0	5	1	1	275	11	156	89	2573	100	0	999	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Kocuria;s_Kocuria carniphila
s_Romboutsia sp904418825	83	1	1	0	0	0	2	118	2	17	350	8	93	1	5817	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia sp904418825
s_CCUG-7971 sp017590215	312	0	0	0	3	1	2	371	0	8	48	1	38	0	5682	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_CCUG-7971;s_CCUG-7971 sp017590215
s_Unclassified_o_Clostridiales	10	0	4	0	0	0	7	1849	1	0	3394	144	721	8	221	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Unclassified_o_Clostridiales;g_Unclassified_o_Clostridiales;s_Unclassified_o_Clostridiales
s_Rothia halotolerans	707	94	0	0	26	3	9	66	340	1670	17	1045	106	6	2060	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Rothia;s_Rothia halotolerans
s_Melaminivora A jejuensis	31	0	0	0	0	0	0	4	1	0	0	5970	4	0	119	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Melaminivora A;s_Melaminivora A jejuensis
s_AWTP1-30 sp003963225	0	0	0	0	0	0	0	0	0	0	5	11	1	0	6088	d_Bacteria;p_Dependentiae;c_Babeliae;o_Babeliales;f_Vermiphilaceae;g_AWTP1-30;s_AWTP1-30 sp003963225
s_Kaistella palustris	20	1	0	0	1	0	1	55	0	0	11	5975	2	1	32	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Kaistella;s_Kaistella palustris
s_Stenotrophomonas sp013364355	26	0	0	0	0	0	0	3	0	2	0	375	48	0	5566	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas sp013364355
s_Unclassified_g_Gallibacterium	14	2	55	36	14	10	617	131	65	1	3089	1779	32	32	84	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Gallibacterium;s_Unclassified_g_Gallibacterium
s_Giesbergeria suum	4	0	0	0	0	0	0	0	4	0	1	5911	5	0	23	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Giesbergeria;s_Giesbergeria suum
s_Vibrio viridaestus	12	0	1107	1323	245	1318	541	0	312	0	11	8	8	1052	2	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Vibrionaceae;g_Vibrio;s_Vibrio viridaestus
s_Escherichia marmotae	1	0	1	0	7	0	1	8	2	0	5597	53	172	0	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia marmotae
s_Unclassified_o_Mycobacteriales	227	77	1	0	18	2	2	50	71	195	32	256	62	8	4824	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Unclassified_o_Mycobacteriales;g_Unclassified_o_Mycobacteriales;s_Unclassified_o_Mycobacteriales
s_Romboutsia A weinsteinii	297	1	0	0	3	1	2	400	1	11	297	1	24	1	4759	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Romboutsia A;s_Romboutsia A weinsteinii
s_Clostridium P tarantellae	5	0	8	0	0	0	10	1852	1	0	3000	124	594	8	126	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium P;s_Clostridium P tarantellae
s_Arthrobacter D sp002929375	218	199	817	838	846	780	535	16	462	196	15	11	19	702	22	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter D;s_Arthrobacter D sp002929375
s_CCUG-7971 spG000499525	288	1	0	0	0	0	0	274	0	6	375	0	48	0	4665	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_CCUG-7971;s_CCUG-7971 spG000499525
s_Unclassified_f_Aerococcaceae	1	0	0	0	3	1	11	83	2	17	3	145	10	0	5377	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Unclassified_f_Aerococcaceae;s_Unclassified_f_Aerococcaceae
s_Corynebacterium sp000478175	188	58	0	0	3	1	1	73	61	588	37	519	42	2	4018	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium sp000478175
s_Corynebacterium pelargi	88	83	19	0	2	3	10	674	142	293	13	28	424	3	3798	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium pelargi
s_Unclassified_g_Sphingopyxis	130	6	5	0	5	0	1	15	2	2	4	5264	6	3	82	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Unclassified_g_Sphingopyxis
s_Leucobacter massiliensis	43	0	0	0	0	0	0	2	0	5	3	84	4	0	5378	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_Leucobacter massiliensis
s_Ochrobactrum A sp004368705	0	0	0	0	0	0	0	0	0	0	0	8	4	0	5382	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum A;s_Ochrobactrum A sp004368705
s_Unclassified_f_Caulobacteraceae	18	5	2	0	2	0	1	10	4	17	4	4637	16	0	644	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Unclassified_f_Caulobacteraceae;s_Unclassified_f_Caulobacteraceae
s_Ochrobactrum sp006345815	1	0	0	0	0	0	0	0	0	0	0	23	4	0	5213	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum;s_Ochrobactrum sp006345815
s_Unclassified_g_Brevibacterium	1366	162	7	0	45	6	5	200	1702	60	240	57	152	6	1065	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Brevibacteriaceae;g_Brevibacterium;s_Unclassified_g_Brevibacterium
s_Achromobacter sp002902905	14	0	0	0	0	0	0	0	0	0	4	43	18	0	4851	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Achromobacter;s_Achromobacter sp002902905
s_Stenotrophomonas maltophilia AL	57	0	0	0	1	0	0	1	1	0	1	63	119	0	4628	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas maltophilia AL
s_Flaviflexus salsibiostraticola	0	0	0	0	0	0	0	0	1	2	0	7	1	0	4682	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Flaviflexus;s_Flaviflexus salsibiostraticola
s_Paracoccus contaminans	121	3	1	0	0	0	0	12	1	4	3	4246	22	1	238	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus contaminans
s_Ancylomarina A longa	18	0	935	910	193	986	444	0	301	0	17	8	16	769	16	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinifilaceae;g_Ancylomarina A;s_Ancylomarina A longa
s_Stenotrophomonas maltophilia AR	42	0	0	0	1	0	0	1	0	0	1	62	89	0	4346	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas maltophilia AR
s_Unclassified_g_Mycobacterium	77	26	30	17	13	31	25	27	22	42	13	57	14	32	4088	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Unclassified_g_Mycobacterium
s_Ochrobactrum A pituitosa	0	0	0	0	0	0	0	0	0	0	0	36	3	0	4370	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum A;s_Ochrobactrum A pituitosa
s_Unclassified_g_Arthrobacter D	72	105	627	570	201	699	361	7	311	70	221	22	17	604	440	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter D;s_Unclassified_g_Arthrobacter D
s_Corynebacterium ciconiae	148	67	0	0	1	1	4	31	23	245	40	465	79	0	3174	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium ciconiae
s_Unclassified_g_Variovorax	8	0	0	0	0	0	0	0	1	0	1	2274	1	0	1973	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Variovorax;s_Unclassified_g_Variovorax
s_Plesiomonas shigelloides	5	1	31	0	19	0	1393	472	6	40	1447	113	488	151	90	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Plesiomonas;s_Plesiomonas shigelloides
s_Arachnia flavescens	165	4	1	0	6	0	1	25	6	67	9	148	32	0	3744	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia flavescens
s_Unclassified_g_Brachybacterium	460	17	0	0	3	3	5	29	102	171	26	134	85	1	3104	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermabacteraceae;g_Brachybacterium;s_Unclassified_g_Brachybacterium
s_Corynebacterium gallistercoris	257	109	2	1	17	0	8	133	183	741	132	108	162	5	2154	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium gallistercoris
s_Polaromonas glacialis	18	0	0	0	0	0	0	0	6	0	0	3886	3	0	71	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Polaromonas;s_Polaromonas glacialis
s_Corynebacterium sp017307055	77	23	1	0	11	2	3	30	70	62	13	156	153	3	3369	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium sp017307055
s_Aquifex sp003978875	30	4	590	738	171	771	469	126	299	1	7	3	1	741	12	d_Bacteria;p_Aquificota;c_Aquificae;o_Aquificales;f_Aquificaceae;g_Aquifex;s_Aquifex sp003978875
