genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_Helicobacter H	94	2	30	10	2578	6	60	62	2	0	24	877	7	543	463	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter H
g_Romboutsia D	198	0	2	0	0	1	0	288	0	8	628	2	58	1	3526	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Romboutsia D
g_Ancylomarina A	18	0	935	910	193	986	444	0	301	0	17	8	16	769	16	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Marinifilaceae;g_Ancylomarina A
g_Sphingomonas	236	221	23	6	111	13	72	11	67	170	8	2512	13	12	1083	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas
g_Brevilactibacter	66	3	0	0	0	0	0	14	12	36	3	83	10	0	4199	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Brevilactibacter
g_Alkalibacterium	0	0	0	0	0	0	0	5	0	3	14	8	8	0	4245	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Alkalibacterium
g_Plesiomonas	5	1	31	0	19	0	1393	472	6	40	1447	113	488	151	90	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Plesiomonas
g_Campylobacter D	36	1	35	11	2073	7	42	42	1	0	67	413	1	1237	276	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter D
g_Devosia	8	0	1	0	1	3	5	0	4	2	0	637	7	0	3526	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia
g_Galactobacter	112	11	1	0	2	0	1	76	4	2934	100	5	100	0	833	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Galactobacter
g_Brooklawnia	63	1	0	0	0	0	0	1	8	15	3	93	15	0	3959	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Brooklawnia
g_Trichococcus	4	0	3	0	0	0	4	36	0	0	119	4	7	2	3894	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Trichococcus
g_Streptococcus	187	550	361	316	153	302	128	208	326	539	52	139	55	299	441	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus
g_Terrisporobacter	105	2	0	0	0	5	8	191	1	2	701	4	55	1	2959	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Terrisporobacter
g_Aquifex	30	4	590	738	171	771	469	126	299	1	7	3	1	741	12	d_Bacteria;p_Aquificota;c_Aquificae;o_Aquificales;f_Aquificaceae;g_Aquifex
g_Unclassified_f_Carnobacteriaceae	4	0	2	0	2	3	0	11	1	5	11	6	74	5	3789	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Unclassified_f_Carnobacteriaceae
g_Aurantimonas	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3874	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Aurantimonas
g_Carnobacterium A	10	0	3	0	1	0	4	2	0	2	3	3	3	1	3712	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Carnobacterium A
g_Paenibacillus O	486	742	179	14	683	38	514	59	227	388	41	71	31	127	136	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus O
g_Bosea	2	0	0	0	0	0	0	2	2	5	2	2183	5	0	1495	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Bosea
g_UMGS822	32	35	0	0	3	2	9	4	20	76	16	121	216	0	3131	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_UMGS822
g_Enterobacter	7	0	0	0	0	0	0	7	0	0	3256	72	245	0	16	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter
g_Pseudaminobacter	6	0	0	0	0	0	0	0	0	0	2	43	6	0	3505	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Pseudaminobacter
g_Gleimia	90	11	1	0	1	1	3	4	38	94	14	147	200	0	2957	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Gleimia
g_Cutibacterium	660	40	1	0	71	0	2	218	1012	528	78	170	196	5	523	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium
g_Phyllobacterium	8	0	0	0	0	0	0	0	0	0	2	124	0	0	3367	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Phyllobacterium
g_Aeromonas	95	79	443	481	271	523	339	17	493	34	11	17	16	445	203	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Aeromonadaceae;g_Aeromonas
g_Allorhizobium	4	0	13	10	0	14	2	1	0	0	0	279	0	0	3029	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Allorhizobium
g_QGON01	37	4	527	457	142	724	295	0	398	3	9	6	3	561	11	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Sedimenticolaceae;g_QGON01
g_Cetobacterium	3	0	9	0	34	0	6	2242	2	1	266	80	379	53	84	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Cetobacterium
g_Tabrizicola	5	0	0	0	1	0	0	1	2	3	0	136	3	0	2981	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Tabrizicola
g_Aestuariimicrobium	30	0	0	0	0	0	0	4	1	0	0	52	2	0	3033	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Aestuariimicrobium
g_Agrobacterium	0	1	0	0	0	0	0	0	0	0	1	74	3	0	2933	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Agrobacterium
g_Bowdeniella	55	13	0	0	0	0	3	5	8	52	6	57	135	1	2664	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Bowdeniella
g_Alicycliphilus	13	0	0	0	0	0	0	1	1	0	0	2894	0	0	69	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Alicycliphilus
g_Georgenia	82	4	0	0	0	0	0	6	15	16	5	89	44	1	2711	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Georgenia
g_Klebsiella	0	0	1	0	0	0	0	2	1	0	2775	45	99	0	10	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella
g_Oceanitalea	45	1	0	0	1	0	0	10	6	2	0	110	0	0	2747	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Oceanitalea
g_Winkia	57	36	0	0	0	0	7	2	24	61	6	78	271	0	2341	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Winkia
g_NC76-1	1	0	0	0	0	0	0	0	0	1	0	10	0	0	2864	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_NC76-1
g_Nocardioides	350	44	47	59	16	43	20	25	37	14	4	413	18	38	1689	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides
g_Acinetobacter	23	3	76	91	25	91	58	56	29	9	94	462	119	33	1592	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter
g_Clostridium J	73	0	20	5	2	3	10	420	8	1	886	327	63	9	903	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium J
g_Ottowia	19	3	0	0	0	0	0	1	2	7	2	2307	1	0	299	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ottowia
g_Janibacter	67	1	1	0	1	0	0	10	2	2	3	36	1	0	2477	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Janibacter
g_Lactobacillus	0	0	5	0	2	0	12	457	4	114	156	1627	193	1	4	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus
g_Paramesorhizobium	0	0	0	0	0	0	0	0	0	0	0	64	0	0	2499	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Paramesorhizobium
g_F2B08	69	2	0	0	0	0	0	10	0	3	0	116	2	0	2315	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_F2B08
g_Romboutsia C	67	0	3	0	0	0	9	160	0	1	799	18	46	2	1390	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Romboutsia C
g_Dietzia	451	11	6	0	12	0	4	98	8	266	28	89	42	0	1461	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Dietzia
g_Unclassified_f_Lachnospiraceae	28	16	63	62	49	82	60	382	72	26	525	39	96	32	870	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Unclassified_f_Lachnospiraceae
g_Gordonia	23	22	8	7	8	9	16	5	14	88	5	61	36	5	2064	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Gordonia
g_OACT-916	29	0	0	0	0	0	0	11	0	0	0	52	4	0	2236	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_OACT-916
g_Onthovivens	0	0	2	0	0	0	0	970	0	0	898	19	378	1	49	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-826;g_Onthovivens
g_Varibaculum	47	11	0	0	3	0	10	2	15	77	10	54	175	0	1898	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Varibaculum
g_Yersinia	0	0	1	0	0	0	0	14	0	0	1899	48	117	0	209	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Yersinia
g_Clostridioides	37	0	0	0	1	0	1	158	1	0	1207	7	14	2	846	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Clostridioides
g_HY158	42	0	0	0	0	0	0	1	0	1	0	40	4	0	2149	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_HY158
g_Citrobacter A	1	0	0	0	0	0	0	5	0	4	2002	40	171	0	2	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter A
g_Pseudarthrobacter	43	2	3	0	2	1	5	3	2	4	0	54	2	1	2059	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Pseudarthrobacter
g_Cryobacterium	12	0	0	0	1	0	0	1	0	0	4	13	0	0	2150	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Cryobacterium
g_Caulobacter	3	3	3	8	1	5	7	0	6	2	0	1785	0	9	349	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Caulobacter
g_Mycoplana	6	0	0	0	0	0	0	2	1	0	1	282	8	0	1850	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Mycoplana
g_Aquamicrobium A	2	0	0	0	0	0	0	0	0	4	0	205	0	0	1927	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Aquamicrobium A
g_Microvirga	1	6	16	17	7	34	6	2	35	2	25	253	3	36	1690	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Microvirga
g_Unclassified_f_Nocardioidaceae	63	0	0	0	0	0	0	7	0	1	0	286	2	0	1765	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Unclassified_f_Nocardioidaceae
g_Pseudorhodoferax	6	3	2	0	5	0	3	2	2	0	0	1815	0	1	272	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pseudorhodoferax
g_Arcanobacterium	36	7	0	0	2	1	2	0	15	46	4	51	110	4	1825	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Arcanobacterium
g_Nesterenkonia	88	2	5	0	1	0	0	8	8	31	14	91	16	0	1836	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Nesterenkonia
g_Unclassified_o_Propionibacteriales	83	3	0	0	0	0	0	7	3	15	3	70	17	0	1887	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Unclassified_o_Propionibacteriales;g_Unclassified_o_Propionibacteriales
g_F6-6636	0	0	0	4	0	0	5	138	3	1064	389	438	30	1	3	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_F6-6636
g_Sphingobium	35	2	1	7	1	8	3	3	0	1	2	1206	6	1	775	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingobium
g_Paeniglutamicibacter	21	0	0	0	1	0	0	3	0	12	2	223	10	7	1754	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Paeniglutamicibacter
g_Psychrobacter	97	1	7	0	13	3	15	177	0	4	178	275	81	3	1160	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter
g_Acidovorax C	7	0	0	0	0	0	0	0	1	1	0	1907	4	0	39	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax C
g_Paraglaciecola	40	11	292	297	79	322	167	2	421	30	3	2	2	276	8	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Paraglaciecola
g_Unclassified_c_Campylobacteria	53	0	17	1	971	4	29	45	5	1	17	255	0	312	226	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Unclassified_c_Campylobacteria;f_Unclassified_c_Campylobacteria;g_Unclassified_c_Campylobacteria
g_Pararhizobium	3	0	0	0	0	0	0	1	0	0	0	238	9	0	1684	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Pararhizobium
g_Unclassified_p_Firmicutes A	16	0	0	0	0	0	6	279	0	3	617	3	59	0	928	d_Bacteria;p_Firmicutes A;c_Unclassified_p_Firmicutes A;o_Unclassified_p_Firmicutes A;f_Unclassified_p_Firmicutes A;g_Unclassified_p_Firmicutes A
g_Aureimonas	1	0	0	0	4	0	1	0	2	2	0	108	2	0	1773	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Aureimonas
g_Martelella	0	0	9	3	3	3	0	0	0	0	0	5	1	0	1851	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Martelella
g_Helicobacter J	38	5	20	7	863	6	16	28	0	0	8	338	5	322	205	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter J
g_Erysipelothrix	1	0	4	5	0	10	1	0	0	0	15	7	2	0	1813	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Erysipelothrix
g_Diaphorobacter A	16	1	0	0	0	0	0	0	7	1	1	1567	31	0	212	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Diaphorobacter A
g_Pseudocitrobacter	0	0	0	0	0	0	0	3	0	0	1713	40	67	0	4	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Pseudocitrobacter
g_Microterricola	24	3	1	1	5	0	6	6	9	0	0	21	7	0	1731	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microterricola
g_Thermomonas	7	0	0	0	0	0	0	0	0	0	0	347	2	0	1454	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Thermomonas
g_Arctic96AD-7	526	3	34	22	40	31	18	0	724	0	2	32	1	323	9	d_Bacteria;p_SAR324;c_SAR324;o_SAR324;f_NAC60-12;g_Arctic96AD-7
g_Kluyvera	139	182	28	0	88	8	81	4	70	156	879	36	49	25	18	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Kluyvera
g_Unclassified_o_Pseudomonadales	10	0	26	28	4	9	11	2	1	1	1	51	14	5	1546	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Unclassified_o_Pseudomonadales;g_Unclassified_o_Pseudomonadales
g_Ensifer	0	1	0	0	0	0	0	0	0	0	0	185	0	0	1503	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Ensifer
g_Enterococcus B	8	0	32	0	4	1	0	22	27	15	335	93	356	5	778	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B
g_Aureibaculum	7	0	363	333	54	461	151	0	65	0	6	1	1	226	6	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Aureibaculum
g_Clostridium AD	0	0	0	0	0	0	2	166	0	0	735	475	164	1	113	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AD
g_Comamonas C	9	0	0	0	0	0	0	0	2	0	3	1588	6	0	40	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas C
g_Unclassified_o_Flavobacteriales	9	0	6	5	2	2	4	0	2	0	7	1582	0	0	16	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Unclassified_o_Flavobacteriales;g_Unclassified_o_Flavobacteriales
g_Novosphingobium	22	0	2	0	1	6	2	5	17	0	4	733	1	2	831	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Novosphingobium
g_Specibacter	27	8	0	0	1	0	1	2	9	30	5	97	11	0	1402	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Specibacter
g_Facklamia A	0	0	0	0	0	0	1	0	0	0	0	6	11	0	1568	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Facklamia A
g_Schaedlerella	219	209	51	5	134	12	103	11	71	186	472	23	47	17	10	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Schaedlerella
g_Pseudogemmobacter	10	0	0	0	1	0	0	1	0	7	1	1143	1	0	375	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Pseudogemmobacter
g_Bacteroides	39	28	206	235	90	223	125	6	264	61	55	4	5	184	7	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides
g_Tissierella A	0	0	0	0	0	0	0	1	0	0	1	6	0	0	1517	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Tissierellaceae;g_Tissierella A
g_Albidovulum	5	0	11	0	0	4	2	0	4	0	0	189	1	1	1290	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Albidovulum
g_Flavobacterium	4	1	196	171	57	183	85	6	31	1	128	246	11	112	266	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium
g_Sediminibacterium	2	1	9	5	3	10	16	5	75	0	1254	24	78	14	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Sediminibacterium
g_Phreatobacter	38	0	0	0	0	0	0	3	0	8	2	1077	4	0	365	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phreatobacteraceae;g_Phreatobacter
g_Tetrasphaera	307	4	0	0	0	0	0	25	0	2	9	20	3	0	1095	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Tetrasphaera
g_Phycicoccus	676	10	0	0	7	0	0	60	1	4	10	15	15	1	664	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Phycicoccus
g_Bartonella	4	0	0	0	0	0	0	0	0	4	0	55	0	0	1357	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Bartonella
g_Unclassified_f_Cellulomonadaceae	74	3	0	0	2	0	1	7	11	21	1	40	30	1	1229	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae;g_Unclassified_f_Cellulomonadaceae
g_Diaphorobacter	7	0	0	0	0	0	0	0	0	0	0	1362	0	0	39	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Diaphorobacter
g_Cx-87	29	5	0	0	1	0	0	0	1	1	0	13	1	0	1355	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Cx-87
g_Profundibacter	3	0	4	0	0	1	0	0	0	1	0	88	1	0	1301	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Profundibacter
g_Tistrella	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1373	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Tistrellales;f_Tistrellaceae;g_Tistrella
g_Hydrogenophaga	4	0	1	2	1	6	0	1	1	0	0	1198	0	0	157	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Hydrogenophaga
g_Microbacterium A	13	1	0	0	0	0	0	1	4	6	0	8	1	0	1316	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium A
g_Thioglobus	13	16	270	289	50	242	112	2	179	0	1	1	0	154	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_PS1;f_Thioglobaceae;g_Thioglobus
g_Kitasatospora	33	20	184	234	61	238	107	4	189	119	1	3	1	130	1	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Kitasatospora
g_Marinobacter	14	8	121	153	61	259	84	17	218	7	8	130	6	154	81	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Oleiphilaceae;g_Marinobacter
g_Enemella	16	0	0	0	0	0	0	4	10	14	1	34	4	0	1238	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Enemella
g_Unclassified_f_Dermabacteraceae	238	45	0	0	5	3	9	9	258	96	10	79	89	1	474	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermabacteraceae;g_Unclassified_f_Dermabacteraceae
g_Canibacter	29	2	0	0	0	0	0	0	9	10	5	36	35	0	1187	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Canibacter
g_Leclercia	3	0	0	0	0	0	0	0	0	0	953	76	30	0	230	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Leclercia
g_Fusobacterium B	1	0	2	0	0	0	0	658	0	0	500	46	63	7	5	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium B
g_JACLZJ01	4	0	0	0	1	0	0	0	0	1	0	88	2	0	1161	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_JACLZJ01
g_Unclassified_f_Rhodocyclaceae	0	0	0	0	0	0	0	0	0	0	0	1036	0	0	220	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Unclassified_f_Rhodocyclaceae
g_Limiplasma	2	0	1	0	1	0	0	1	0	0	1050	38	150	0	12	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Limiplasma
g_Gulosibacter	8	0	0	0	2	0	0	0	4	0	0	17	3	0	1220	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Gulosibacter
g_Intestinibacter	40	0	0	0	0	0	0	90	0	2	170	0	10	0	936	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Intestinibacter
g_Pseudactinotalea	18	1	0	0	1	0	0	0	0	1	0	18	1	0	1207	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Pseudactinotalea
g_Micropruina	95	1	0	0	1	0	0	22	2	4	4	51	9	0	1056	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Micropruina
g_UBA1096	24	6	197	190	57	230	130	0	182	6	3	8	5	201	5	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_UBA1096;g_UBA1096
g_Pelagibacterium	1	0	40	66	16	48	24	0	63	0	0	18	0	29	939	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Pelagibacterium
