KEGG_KO	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K00172	22.6338	36.3837	0.0000	0.0000	507.7322	0.0000	10.8919	113.7515	0.0000	0.0000	0.0000	23.0473	47.1223	69.9439	14.9770	porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
K00174	138.3967	9.0154	22.5393	0.0000	483.2692	4.2083	11.0350	233.5640	0.0000	1.8815	63.7354	25.2541	57.5352	151.8658	84.2765	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K00175	38.3275	0.0000	99.0096	0.0000	626.6772	0.0000	29.4493	281.5914	3.5952	0.0000	11.2164	23.5203	79.7188	239.6364	91.2261	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]
K00176	10.1247	0.0000	0.0000	0.0000	612.1972	0.0000	0.0000	35.3860	0.0000	32.8521	52.4693	15.4434	67.3410	46.3351	19.0546	korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
K00177	0.0000	0.0000	27.6380	0.0000	848.2792	8.6778	0.0000	113.3413	0.0000	6.5159	49.8721	16.2211	26.8128	169.5164	18.9866	korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
K00184	1.0360	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8600	0.0000	0.0000	0.1527	29.4498	0.0000	0.0000	0.0000	K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit
K00185	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.1247	0.0000	0.0000	0.3386	44.2822	0.0000	0.0000	0.0000	K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit
K00194	13.5997	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	38.6584	0.0000	0.0000	6.0129	0.0000	19.1893	0.0000	19.8598	cdhD, acsD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]
K00196	23.3138	0.0000	34.7935	0.0000	0.0000	0.0000	0.0000	509.6950	0.0000	8.5511	161.6470	0.9120	130.4606	0.0000	12.8417	cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit
K00197	2.3325	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.5902	0.0000	5.1331	1.0335	0.0000	4.3883	0.0000	16.3145	cdhE, acsC; acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]
K00198	21.7583	0.0000	2.6557	0.0000	0.0000	0.0000	3.2086	67.8682	0.0000	0.0000	84.4135	0.0000	48.7892	0.0000	20.4901	cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]
K00207	111.7155	769.8770	48.5477	35.6603	246.5170	15.5915	85.2385	0.0000	38.1551	149.1738	0.0000	0.0000	0.0000	31.6453	1.1803	DPYD; dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
K00208	336.0530	13.2822	6.3344	7.0016	513.4784	6.2000	86.7223	272.8913	152.7978	72.5527	219.3161	587.4368	80.8803	29.9271	238.8769	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00209	7.6478	0.0000	0.0000	0.0000	0.0000	0.0000	20.8708	269.3409	2.3444	0.0000	53.0065	8.7288	139.4633	0.0000	37.4724	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
K00213	7.0539	0.0000	11.0957	0.0000	59.5144	10.4515	160.8654	0.0000	6.4871	0.0000	0.0000	0.0000	6.6354	10.7606	0.8132	DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]
K00215	644.2744	282.5595	6.6080	0.0000	383.9743	0.0000	73.5375	336.3222	208.1744	414.0246	549.0526	398.6109	456.9208	132.8103	467.8789	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K00216	299.2887	13.3343	0.0000	0.0000	5.9306	0.0000	0.0000	17.6453	108.3306	147.8874	0.4642	58.2212	38.3937	0.0000	65.2713	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]
K00220	13.4713	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	72.6081	6.4788	0.0000	124.2607	tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]
K00226	12.6734	0.0000	0.0000	0.0000	0.0000	0.0000	9.3838	27.7088	6.2534	0.0000	3.6386	34.3260	0.0000	0.0000	68.8196	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00228	47.9341	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.7106	3.2723	0.0000	314.1180	243.8630	120.3679	0.0000	197.3747	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	30.5330	0.0000	0.0000	0.0000	0.0000	0.0000	11.1917	21.1455	5.4158	32.8352	492.1517	21.5698	72.0158	0.0000	88.5434	hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	217.3248	97.5639	0.0000	0.0000	5.4817	0.0000	8.8655	29.4708	29.0565	322.8459	2.6396	69.2191	72.8494	3.5427	282.2502	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232	72.2634	83.2427	0.0000	0.0000	1.9961	0.0000	2.7157	11.7750	27.9602	237.0644	1.2552	13.3086	28.1946	0.0000	173.5549	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]
K00234	356.2505	1698.3533	175.0574	72.5983	882.6168	55.0686	760.1845	0.0000	327.9741	487.7207	2.0566	9.7576	91.7736	215.1297	2.5088	SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00239	459.3530	84.9505	0.0000	0.0000	14.2114	2.7019	19.4275	41.6721	177.9197	300.6485	239.5044	256.2767	114.4721	2.6682	483.3041	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K00240	635.9230	119.7059	0.0000	0.0000	11.8678	0.0000	7.6243	70.9737	181.0299	483.2508	310.0768	449.9390	367.3626	0.0000	476.1744	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
K00241	554.0164	148.0845	0.0000	0.0000	11.9602	0.0000	7.9214	57.7165	250.0585	263.5471	4.4030	484.1443	178.5406	0.0000	494.4419	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
K00242	122.3179	62.6276	0.0000	0.0000	0.0000	0.0000	0.0000	32.2754	128.2658	140.1335	181.2987	354.7875	50.7583	0.0000	190.6956	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K00244	13.0708	10.2955	5.7223	5.5758	237.1754	0.0000	30.5160	258.7355	15.4883	29.3950	17.2395	80.6039	51.0282	174.8086	14.3938	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00245	0.0000	0.0000	0.0000	0.0000	281.2921	0.0000	72.8725	13.2143	0.0000	0.0000	210.6309	28.4720	3.9209	183.0942	8.1584	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246	0.0000	0.0000	0.0000	0.0000	142.4060	0.0000	14.8046	9.5245	0.0000	0.0000	195.1925	13.8282	22.9300	172.3133	10.3871	frdC; fumarate reductase subunit C
K00247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.6735	0.0000	0.0000	343.8892	1.2397	142.9668	0.0000	3.8435	frdD; fumarate reductase subunit D
K00248	1.7841	0.0000	166.7767	354.8085	22.3951	61.1630	5.3693	506.0171	0.0000	0.0000	407.8398	107.4973	332.8853	12.8281	13.7776	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	121.5442	0.0000	0.0000	0.0000	7.7613	0.0000	0.0000	1.5782	0.0000	0.0000	0.3586	306.4914	2.5893	0.0000	76.7605	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251	50.3409	270.7803	0.0000	19.2239	222.2954	0.0000	180.8473	0.0000	39.7529	142.6922	0.0000	1.1712	0.0000	47.7243	0.3246	-
K00252	784.2289	241.0435	0.0000	0.0000	22.5580	4.0889	15.4837	52.2456	148.5319	823.6411	5.4706	353.5240	73.9895	4.2099	400.2057	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	27.6541	168.3873	0.0000	0.0000	18.6495	4.0995	0.0000	6.6062	0.0000	27.4003	0.0000	175.6424	20.8148	20.2317	89.3706	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	278.0367	37.3030	357.0504	25.6617	357.1241	66.3547	84.7331	22.1235	166.0061	329.8776	233.3563	342.6979	117.3755	86.9099	356.1414	DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255	0.0000	0.0000	0.0000	0.0000	0.0000	21.5177	0.0000	0.0000	106.8462	0.0000	2.1403	0.0000	0.0000	0.0000	0.0000	ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00259	261.5652	37.1781	36.8552	0.0000	20.5705	0.0000	0.0000	101.6305	43.0947	149.1420	8.0987	83.5934	422.8368	44.4874	115.8617	ald; alanine dehydrogenase [EC:1.4.1.1]
K00260	20.5124	0.0000	11.7773	0.0000	0.0000	0.0000	4.7430	128.8662	0.0000	0.0000	12.8736	0.0000	18.7815	3.8072	12.9151	gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]
K00261	25.8421	0.0000	0.0000	0.0000	3.1233	0.0000	0.0000	0.0000	11.3437	14.6641	0.0000	225.9770	4.6844	0.0000	74.8263	GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	195.5095	151.6673	15.0115	8.1980	543.2807	3.5330	68.0649	37.4248	101.5222	128.7259	357.2969	371.4672	274.1083	98.2125	238.0768	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	30.0496	0.0000	4.4208	0.0000	0.0000	0.0000	0.0000	123.0940	0.0000	0.0000	2.4852	35.3472	23.7934	0.0000	114.5251	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]
K00265	34.3302	2.1295	0.0000	0.0000	0.0000	0.0000	9.5603	3.7507	2.5673	16.2228	0.0000	92.9637	15.1143	2.1926	122.1220	gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]
K00266	335.5749	60.3221	15.2444	0.0000	12.1960	0.0000	59.0053	288.6166	68.0813	401.4092	609.3891	278.5591	279.9140	15.1453	248.0184	gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K00271	93.5884	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.2363	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3751	vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272	0.0000	0.0000	225.3068	127.6724	29.8392	220.0856	60.4907	0.0000	117.0893	0.0000	0.0000	0.0000	0.0000	194.2245	0.0000	DDO; D-aspartate oxidase [EC:1.4.3.1]
K00273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7179	DAO, aao; D-amino-acid oxidase [EC:1.4.3.3]
K00274	161.8195	6.4233	0.0000	0.0000	36.1054	0.0000	0.0000	6.7433	0.0000	36.1765	1.3556	120.9622	2.2380	0.0000	93.9408	MAO, aofH; monoamine oxidase [EC:1.4.3.4]
K00275	73.1856	0.0000	0.0000	0.0000	6.9755	0.0000	46.7035	17.1900	59.6049	11.5462	217.1441	398.0203	70.4179	0.0000	208.5356	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6379	0.0000	0.0000	55.6886	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]
K00278	198.9269	60.2893	17.4690	0.0000	631.2059	3.2909	37.5929	43.5281	48.4851	148.9556	133.0140	246.6885	73.0970	220.2387	212.8269	nadB; L-aspartate oxidase [EC:1.4.3.16]
K00281	79.1334	0.0000	248.3080	147.5120	22.5659	100.1353	179.6445	7.0669	50.6669	7.4416	225.4844	20.0900	69.4664	122.4019	107.3113	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K00282	9.2494	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3838	0.0000	0.0000	0.0000	21.7641	0.0000	0.0000	41.9208	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]
K00283	16.4381	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.4882	0.0000	0.0000	3.3311	3.4185	7.7314	0.0000	45.5276	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]
K00285	200.1916	106.9609	0.0000	0.0000	24.3307	0.0000	4.9031	7.4973	36.6281	173.0854	397.9046	739.9983	129.5672	0.0000	769.6143	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	214.6992	159.8547	12.5052	0.0000	193.9216	164.7771	144.8334	770.3406	65.0118	197.5430	243.5583	315.4607	518.8724	111.7461	508.4762	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	175.6535	63.2968	20.5643	0.0000	0.0000	9.6852	21.2030	231.4226	63.2172	346.2343	255.1420	341.0080	615.7518	9.9716	388.3391	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00289	0.0000	0.0000	466.4879	246.5820	45.8190	579.0666	65.0371	0.0000	75.0413	0.0000	0.0000	0.0000	0.0000	114.1284	0.0000	ALDH1L; formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	2.7108	8.6042	12.7919	0.0000	301.1325	0.0000	0.0000	3.2444	0.0000	0.0000	0.7990	56.2791	0.0000	198.4895	2.0397	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	11.1830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	54.6623	0.0000	0.0000	0.7521	LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3640	0.0000	0.0000	0.0000	23.5535	1.8579	0.0000	0.0000	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00297	431.8912	201.8520	0.0000	0.0000	0.0000	0.0000	41.2592	121.8831	63.9898	242.9560	584.2072	409.4424	251.5959	15.5856	460.3492	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K00299	201.7407	84.8313	0.0000	0.0000	0.0000	0.0000	10.9506	43.7679	87.5123	235.0138	267.9112	53.9012	99.4699	7.1371	443.4103	ssuE; FMN reductase [EC:1.5.1.38]
K00302	130.9472	6.9969	0.0000	0.0000	1.5403	0.0000	0.0000	9.7986	0.0000	26.5693	0.6497	90.5537	22.6808	0.0000	166.1887	soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]
K00303	125.3702	58.5965	0.0000	0.0000	0.0000	0.0000	5.0119	11.0476	2.4253	8.7057	1.5547	81.3520	23.8888	0.0000	279.8209	soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]
K00304	65.0581	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	121.2686	0.0000	39.0256	0.0000	0.0000	133.3740	soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]
K00305	142.7183	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.2260	14.2380	23.9892	0.0000	65.4629	0.0000	0.0000	190.6175	soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]
K00306	0.0000	0.0000	0.0000	0.0000	0.0000	17.2924	0.0000	0.0000	30.9071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00314	26.7908	340.1479	8.4283	0.0000	15.0690	0.0000	40.7311	0.0000	39.4207	94.3332	0.7897	0.7430	0.0000	0.0000	0.0000	SARDH; sarcosine dehydrogenase [EC:1.5.8.3]
K00315	9.0264	0.0000	511.7256	179.8440	81.7889	125.3579	466.2575	2.3150	58.4512	14.1888	0.0000	30.6093	13.5764	255.9207	59.6996	DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	0.0000	0.0000	7.8925	0.0000	99.3857	0.0000	0.0000	3.0027	0.0000	0.0000	0.0000	68.9464	0.0000	81.6438	7.8403	spdH; spermidine dehydrogenase [EC:1.5.99.6]
K00317	7.8243	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	51.1333	4.4161	0.0000	38.8231	dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	36.6744	273.4911	0.0000	0.0000	33.5552	0.0000	81.8731	0.0000	10.9726	52.5145	0.5209	17.7876	22.4470	0.0000	67.8437	PRODH; proline dehydrogenase [EC:1.5.-.-]
K00322	13.6964	0.0000	0.0000	0.0000	3.2237	0.0000	8.6579	6.8246	2.1083	0.0000	336.8524	7.6172	71.1374	0.0000	2.8994	sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]
K00324	155.8220	19.7451	9.5813	3.5527	0.0000	0.0000	43.3872	24.8762	1.9080	97.4473	11.3419	573.5833	85.7505	0.0000	442.7142	pntA; NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]
K00325	205.3306	6.5853	0.0000	0.0000	6.4474	9.9660	13.2983	4.1454	38.8139	7.1911	164.6001	280.1387	68.6166	0.0000	275.4803	pntB; NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]
K00330	390.0485	28.3772	0.0000	0.0000	12.5715	0.0000	0.0000	31.5051	73.6664	39.1876	6.4185	277.7299	184.1388	0.0000	299.0270	nuoA; NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]
K00331	228.0769	16.5112	0.0000	0.0000	25.4176	0.0000	0.0000	6.2949	42.4527	78.0902	331.0703	307.3377	327.5001	0.0000	277.0676	nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00332	263.3217	0.0000	0.0000	0.0000	7.4230	0.0000	0.0000	21.2376	83.1520	89.1777	0.0000	298.3749	79.6474	0.0000	269.2675	nuoC; NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]
K00333	184.4221	15.0535	0.0000	0.0000	3.3381	11.3163	0.0000	4.6952	10.9158	33.2984	0.6997	207.5760	83.9724	0.0000	204.2928	nuoD; NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]
K00334	124.4266	24.1982	0.0000	0.0000	11.6555	5.6680	0.0000	107.0660	26.4212	19.4349	6.3096	272.9652	145.0267	0.0000	301.1240	nuoE; NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]
K00335	91.5543	15.2051	29.9617	0.0000	455.3622	0.0000	29.0905	137.7072	22.2485	29.2471	416.9603	357.5225	344.9116	158.9420	276.1935	nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K00336	105.3161	31.4656	2.5824	0.0000	1.9370	0.0000	0.0000	115.1082	13.4755	44.9907	305.4327	215.7232	189.7701	5.5828	186.8291	nuoG; NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]
K00337	124.5139	0.0000	0.0000	5.2001	0.0000	0.0000	0.0000	9.9862	5.6743	38.1936	227.3220	337.1365	242.5702	0.0000	149.9494	nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]
K00338	163.8749	60.4853	10.3454	0.0000	0.0000	0.0000	0.0000	6.8966	91.5479	91.7208	1.6438	297.8937	96.4199	0.0000	240.9963	nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00339	162.3467	20.4772	0.0000	0.0000	5.4972	0.0000	5.7488	9.0266	5.7258	33.0290	0.4754	238.3128	76.8288	4.7489	116.9428	nuoJ; NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]
K00340	385.8536	68.1433	0.0000	0.0000	15.0942	0.0000	0.0000	35.7224	9.8717	23.6227	73.4108	152.5461	180.4532	0.0000	189.3612	nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]
K00341	47.8983	15.4355	0.0000	0.0000	0.0000	0.0000	6.3906	7.1402	21.2410	16.0934	246.1170	92.1728	163.1649	0.0000	133.5071	nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00342	80.0816	6.7023	0.0000	0.0000	11.8070	0.0000	0.0000	8.9467	3.7401	16.1398	226.1655	202.3974	124.7003	3.2403	217.1641	nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]
K00343	180.3166	13.0696	0.0000	0.0000	0.0000	0.0000	4.2299	6.4552	3.7648	34.6288	229.7146	287.7853	81.2897	0.0000	295.6640	nuoN; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]
K00355	14.9548	0.0000	114.7396	0.0000	29.3063	92.6381	39.6070	0.0000	19.1664	0.0000	0.0000	37.6399	9.0019	143.0671	42.9296	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00362	37.1044	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.1024	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.5554	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	0.0000	0.0000	15.4863	0.0000	0.0000	0.0000	0.0000	23.5670	0.0000	0.0000	397.5626	25.4539	148.1778	0.0000	3.5018	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	13.1606	0.0000	0.0000	0.0000	0.0000	0.0000	12.4099	35.1707	6.0053	0.0000	295.1423	245.5195	67.5643	0.0000	16.8120	E1.7.1.7, guaC; GMP reductase [EC:1.7.1.7]
K00365	65.3525	11.5242	0.0000	0.0000	0.0000	0.0000	0.0000	2.1728	0.0000	0.0000	0.5351	2.0138	0.0000	0.0000	0.6976	uaZ; urate oxidase [EC:1.7.3.3]
K00366	14.5228	0.0000	3.2571	0.0000	0.0000	0.0000	3.9351	288.4144	0.0000	0.0000	175.9706	5.3230	104.4109	6.0259	26.0513	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]
K00368	123.4586	42.6338	0.0000	0.0000	5.9267	0.0000	8.5307	5.9609	9.5901	19.5222	0.1830	56.6712	11.8320	0.0000	82.0499	nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]
K00371	86.5882	0.0000	0.0000	0.0000	0.0000	0.0000	3.6199	22.9237	33.5522	34.7172	255.5279	120.5834	82.3451	0.0000	91.4415	narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	30.7640	0.0000	4.8590	0.0000	0.0000	0.0000	2.9353	195.3162	0.0000	0.0000	186.6648	7.2837	164.2281	16.5238	18.2777	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	119.1475	14.6582	0.0000	0.0000	0.0000	0.0000	0.0000	42.2202	55.0696	80.4483	402.9736	178.3400	151.6847	0.0000	92.3516	narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	38.1577	0.0000	0.0000	0.0000	0.0000	0.0000	7.9214	5.6493	13.0796	32.2310	547.6108	167.0203	218.3218	0.0000	70.3214	narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00376	3.2856	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9604	1.5238	0.0000	0.0000	132.2278	0.0000	0.0000	25.8653	nosZ; nitrous-oxide reductase [EC:1.7.2.4]
K00380	17.6352	0.0000	0.0000	0.0000	2.4676	0.0000	30.4129	6.4686	0.0000	9.8155	343.9134	37.9849	63.2253	0.0000	74.4443	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	31.6911	12.2005	0.0000	0.0000	0.0000	0.0000	31.7314	1.1522	0.0000	0.0000	0.8301	216.0212	13.8104	0.0000	128.9932	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	661.3410	111.5538	39.6517	0.0000	33.4858	3.3967	34.9128	184.1929	69.2671	461.3350	39.5279	867.7044	452.9287	49.6323	1095.5648	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
K00383	25.4093	0.0000	35.0915	205.6126	0.0000	177.4411	54.1374	8.5239	2.1832	20.0945	412.4864	76.7904	127.2182	0.0000	184.3602	GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	485.5774	191.5181	90.5122	11.7466	966.7657	24.9464	61.6952	1443.6182	159.6453	818.7466	738.3465	755.3925	844.7608	301.6427	421.6573	trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	13.2219	0.0000	15.4547	0.0000	4.2179	0.0000	12.5633	617.5359	0.0000	0.0000	347.3114	11.2194	496.7029	33.1098	14.5314	asrC; anaerobic sulfite reductase subunit C
K00390	187.9298	12.9776	0.0000	0.0000	11.4120	0.0000	0.0000	13.9514	26.8427	71.4826	353.6566	242.5336	199.7144	23.8542	158.7187	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	126.9623	23.9821	0.0000	0.0000	5.3760	0.0000	0.0000	18.1049	36.8556	233.5684	1.6903	6.5357	10.7890	0.0000	7.9905	sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00404	60.7339	0.0000	17.2541	0.0000	456.5618	0.0000	20.3621	15.2571	5.3993	6.5441	0.3233	314.8177	31.7224	127.1708	175.2250	ccoN; cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]
K00405	63.8698	0.0000	7.2641	0.0000	383.1328	0.0000	8.7762	13.2463	4.0712	4.8712	4.9520	445.0041	9.9313	84.5366	190.4330	ccoO; cytochrome c oxidase cbb3-type subunit II
K00406	48.7738	0.0000	10.9656	0.0000	615.3034	0.0000	54.1960	4.2921	0.0000	7.4279	1.4062	276.3294	22.8240	204.0823	188.4482	ccoP; cytochrome c oxidase cbb3-type subunit III
K00407	0.0000	0.0000	54.2276	0.0000	257.8512	0.0000	34.0753	0.0000	0.0000	0.0000	2.6425	98.2029	0.0000	0.0000	112.8487	ccoQ; cytochrome c oxidase cbb3-type subunit IV
K00411	138.8517	17.8102	0.0000	9.6456	560.2018	0.0000	20.8974	6.3826	0.0000	18.5224	0.8269	317.0442	18.3392	179.7510	217.0925	UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K00412	73.8368	8.3299	4.1078	0.0000	397.3740	0.0000	14.9619	12.3565	2.4016	16.0284	1.5433	184.9063	31.9310	123.5756	128.9929	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	50.9288	0.0000	0.0000	0.0000	524.5462	0.0000	23.5040	8.8410	0.0000	0.0000	0.5443	263.1965	11.5122	169.0245	200.2737	CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
